Game,Console,Publisher,Developer,Critic_Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Last_Update__Real,Release_Date
F1_2010,X360_b,Codemasters,Codemasters_Birmingham,8.4,880000,180000,590000,10000,100000,0,11215
Samurai_Warriors_3,Wii_b,Nintendo,Omega_Force,5.1,440000,90000,20000,320000,10000,0,11221
FIFA_Soccer_11,PS3_b,EA_Sports,EA_Canada,8.7,5080000,610000,3280000,60000,1120000,0,11222
FIFA_Soccer_11,X360_b,EA_Sports,EA_Canada,8.7,3520000,710000,2390000,20000,400000,0,11222
Dead_Rising_2,X360_b,Capcom,Blue_Castle_Games,8.2,1490000,750000,530000,90000,130000,0,11222
Dead_Rising_2,PS3_b,Capcom,Blue_Castle_Games,8.1,1370000,430000,570000,150000,220000,0,11222
FIFA_Soccer_11,PSP_b,EA_Sports,HB_Studios,7,1210000,130000,700000,10000,360000,0,11222
Pro_Evolution_Soccer_2011,PS3_b,Konami,Konami,6,2410000,290000,1180000,540000,410000,0,11229
NBA_2K11,X360_b,2K_Sports,Visual_Concepts,8.8,2110000,1860000,120000,10000,130000,0,11229
Castlevania:_Lords_of_Shadow,PS3_b,Konami,Mercury_Steam,8.1,1110000,500000,370000,100000,150000,0,11229
Castlevania:_Lords_of_Shadow,X360_b,Konami,Mercury_Steam,7.9,660000,420000,170000,10000,50000,0,11229
Final_Fantasy:_The_4_Heroes_of_Light,DS_b,Square_Enix,Matrix_Software,7.2,580000,220000,100000,230000,30000,0,11229
Enslaved:_Odyssey_to_the_West,PS3_b,Namco_Bandai,Ninja_Theory,7.9,560000,240000,230000,10000,80000,0,11229
Enslaved:_Odyssey_to_the_West,X360_b,Namco_Bandai,Ninja_Theory,8,540000,300000,190000,0,50000,0,11229
Medal_of_Honor,PS3_b,Electronic_Arts,EA_Los_Angeles,7,2820000,1280000,1040000,70000,430000,0,11236
Medal_of_Honor,X360_b,Electronic_Arts,EA_Los_Angeles,7.3,2640000,1580000,800000,40000,220000,0,11236
Sengoku_Basara:_Samurai_Heroes,PS3_b,Capcom,Capcom,6.1,640000,170000,40000,400000,20000,0,11236
Sengoku_Basara:_Samurai_Heroes,Wii_b,Capcom,Capcom,6,290000,60000,20000,200000,10000,0,11236
Fallout:_New_Vegas,X360_b,Bethesda_Softworks,Obsidian_Entertainment,8.2,4080000,2670000,1030000,40000,340000,0,11243
Fallout:_New_Vegas,PS3_b,Bethesda_Softworks,Obsidian_Entertainment,8.2,3170000,1540000,1040000,100000,490000,0,11243
Naruto_Shippuden:_Ultimate_Ninja_Storm_2,X360_b,Namco_Bandai,CyberConnect2,7.6,780000,430000,270000,10000,70000,0,11243
Vanquish,PS3_b,Sega,PlatinumGames,8.5,610000,210000,220000,110000,80000,0,11243
Time_Crisis:_Razing_Storm,PS3_b,Namco_Bandai,Nex_Entertainment,5.8,540000,180000,210000,70000,80000,0,11243
Vanquish,X360_b,Sega,PlatinumGames,8.3,420000,190000,160000,30000,40000,0,11243
EA_Sports_MMA,PS3_b,EA_Sports,EA_Tiburon,7.6,370000,160000,140000,10000,60000,0,11243
Dragon_Ball_Z:_Tenkaichi_Tag_Team,PSP_b,Namco_Bandai,Dimps_Corporation,6,270000,110000,40000,90000,30000,0,11243
Arcania:_Gothic_4,X360_b,JoWood_Productions,Spellbound_Entertainment_AG,6.2,90000,40000,40000,10000,10000,0,11243
Fable_III,X360_b,Microsoft_Game_Studios,Lionhead_Studios,7.8,5100000,3590000,1090000,50000,370000,0,11250
The_Sims_3,X360_b,Electronic_Arts,The_Sims_Studio,8,2310000,1280000,820000,0,200000,0,11250
The_Sims_3,PS3_b,Electronic_Arts,The_Sims_Studio,8.1,2030000,730000,960000,20000,310000,0,11250
WWE_SmackDown_vs._Raw_2011,X360_b,THQ,JAKKS_Pacific,7.1,880000,440000,350000,0,80000,0,11250
Dragon_Ball:_Raging_Blast_2,PS3_b,Namco_Bandai,Spike,6,830000,430000,190000,110000,100000,0,11257
James_Bond_007:_Blood_Stone,PS3_b,Activision,Bizarre_Creations,6.2,700000,180000,370000,20000,120000,0,11257
Fist_of_the_North_Star:_Ken's_Rage,PS3_b,Tecmo_Koei,Tecmo_Koei_Games,4.8,660000,60000,30000,550000,10000,2825,11257
Dragon_Ball:_Raging_Blast_2,X360_b,Namco_Bandai,Spike,6,640000,490000,90000,10000,50000,0,11257
James_Bond_007:_Blood_Stone,X360_b,Activision,Bizarre_Creations,6.2,470000,200000,230000,0,50000,0,11257
Fist_of_the_North_Star:_Ken's_Rage,X360_b,Tecmo_Koei,Tecmo_Koei_Games,5.4,160000,70000,20000,60000,10000,2825,11257
Kinectimals,X360_b,Microsoft_Game_Studios,Frontier_Studio,7.5,1620000,1020000,460000,0,140000,0,11259
Kinect_Joy_Ride,X360_b,Microsoft_Game_Studios,Big_Park,5.6,1430000,920000,390000,0,120000,0,11259
DanceMasters,X360_b,Konami,GCP1,6.2,200000,150000,20000,20000,10000,0,11259
FlingSmash,Wii_b,Nintendo,Artoon,3.8,470000,370000,10000,70000,20000,0,11262
Call_of_Duty:_Black_Ops,X360_b,Activision,Treyarch,8.8,14740000,9760000,3730000,110000,1140000,0,11264
Call_of_Duty:_Black_Ops,PS3_b,Activision,Treyarch,8.7,12670000,6010000,4400000,480000,1780000,0,11264
The_Sly_Collection,PS3_b,Sony_Computer_Entertainment,Sanzaru_Games,8.7,690000,520000,80000,10000,80000,2709,11264
Rune_Factory_3:_A_Fantasy_Harvest_Moon,DS_b,Natsume,Neverland_Company,8,410000,260000,30000,100000,20000,0,11264
Assassin's_Creed:_Brotherhood,X360_b,Ubisoft,Ubisoft_Montreal,9.1,3530000,2870000,390000,30000,250000,0,11271
Assassin's_Creed:_Brotherhood,PS3_b,Ubisoft,Ubisoft_Montreal,9.1,2850000,1870000,570000,110000,300000,0,11271
Need_for_Speed:_Hot_Pursuit,PS3_b,Electronic_Arts,Criterion_Games,8.9,2810000,1050000,1240000,30000,490000,0,11271
Need_for_Speed:_Hot_Pursuit,X360_b,Electronic_Arts,Criterion_Games,8.8,2200000,1030000,960000,0,210000,0,11271
Need_for_Speed:_Hot_Pursuit,Wii_b,Electronic_Arts,Exient_Entertainment,5,460000,170000,240000,0,50000,0,11271
Naruto_Shippuden:_Dragon_Blade_Chronicles,Wii_b,Atlus,8ing/Raizing,4.3,180000,110000,20000,50000,10000,0,11271
Michael_Jackson:_The_Experience,Wii_b,Ubisoft,Ubisoft_Montpellier,5.6,4370000,2640000,1330000,10000,390000,0,11278
Red_Dead_Redemption:_Undead_Nightmare,PS3_b,Rockstar_Games,Rockstar_San_Diego,10,1180000,470000,450000,60000,190000,0,11278
Red_Dead_Redemption:_Undead_Nightmare,X360_b,Rockstar_Games,Rockstar_San_Diego,10,1110000,610000,380000,20000,100000,0,11278
Majin_and_the_Forsaken_Kingdom,PS3_b,Namco_Bandai,Game_Republic,7,290000,90000,140000,10000,50000,0,11278
Golden_Sun:_Dark_Dawn,DS_b,Nintendo,Camelot_Software_Planning,8,810000,530000,100000,130000,50000,0,11284
Majin_and_the_Forsaken_Kingdom,X360_b,Namco_Bandai,Game_Republic,7,190000,140000,30000,0,10000,0,11285
Lost_in_Shadow,Wii_b,Hudson_Soft,Hudson_Soft,6.7,120000,90000,0,10000,10000,0,11319
Kingdom_Hearts_Re:coded,DS_b,Square_Enix,High_Horse_Entertainment,6.8,930000,530000,90000,270000,50000,0,11326
Ghost_Trick:_Phantom_Detective,DS_b,Capcom,Capcom,8.2,380000,170000,80000,120000,20000,0,11326
LittleBigPlanet_2,PS3_b,Sony_Computer_Entertainment,Media_Molecule,9.1,3430000,1830000,1070000,60000,470000,0,11333
Mass_Effect_2,PS3_b,Electronic_Arts,BioWare_Edmonton,9.3,1460000,780000,460000,30000,180000,0,11333
Two_Worlds_II,X360_b,SouthPeak_Interactive,Reality_Pump,6.5,540000,400000,70000,30000,40000,0,11340
Two_Worlds_II,PS3_b,SouthPeak_Interactive,Reality_Pump,6.5,470000,260000,100000,60000,40000,0,11340
Lord_of_Arcana,PSP_b,Square_Enix,Square_Enix,4.7,340000,80000,50000,170000,40000,0,11340
Test_Drive_Unlimited_2,X360_b,Atari,Eden_Studios,6.8,680000,300000,320000,0,60000,0,11354
Test_Drive_Unlimited_2,PS3_b,Atari,Eden_Studios,6.9,630000,160000,350000,10000,110000,0,11354
TRINITY:_Souls_of_Zill_O'll,PS3_b,Tecmo_Koei,Omega_Force,5.5,140000,60000,30000,30000,10000,0,11354
Marvel_vs._Capcom_3:_Fate_of_Two_Worlds,PS3_b,Capcom,Capcom,8.2,1360000,810000,280000,110000,150000,0,11361
Marvel_vs._Capcom_3:_Fate_of_Two_Worlds,X360_b,Capcom,Capcom,8.4,1070000,790000,180000,30000,80000,0,11361
Tactics_Ogre:_Let_Us_Cling_Together,PSP_b,Square_Enix,Square_Enix,9,540000,150000,70000,270000,50000,0,11361
Hyperdimension_Neptunia,PS3_b,NIS_America,Compile_Heart,5.3,440000,220000,100000,70000,40000,0,11361
Killzone_3,PS3_b,Sony_Computer_Entertainment,Guerrilla_Games,8.2,2810000,1460000,870000,90000,380000,0,11368
Bulletstorm,X360_b,Electronic_Arts,People_Can_Fly,8.5,1020000,610000,320000,10000,80000,0,11368
Bulletstorm,PS3_b,Electronic_Arts,People_Can_Fly,8.4,540000,240000,200000,10000,90000,0,11368
Dragon_Age_II,X360_b,Electronic_Arts,BioWare_Corp.,8,1120000,720000,290000,10000,90000,0,11383
Dragon_Age_II,PS3_b,Electronic_Arts,BioWare_Corp.,7.7,830000,400000,260000,50000,120000,0,11383
Homefront,X360_b,THQ,Kaos_Studios,6.7,1460000,830000,480000,20000,120000,0,11390
Homefront,PS3_b,THQ,Kaos_Studios,6.6,900000,320000,400000,40000,150000,0,11390
OkamiDen,DS_b,Capcom,Capcom,8.3,430000,210000,70000,130000,20000,0,11390
Ar_tonelico_Qoga:_Knell_of_Ar_Ciel,PS3_b,NIS_America,Gust,7,240000,80000,10000,130000,10000,0,11390
Crysis_2,X360_b,Electronic_Arts,Crytek,8.7,1370000,730000,500000,20000,130000,0,11397
Crysis_2,PS3_b,Electronic_Arts,Crytek,8.8,1330000,480000,570000,60000,220000,0,11397
Dissidia_012:_Duodecim_Final_Fantasy,PSP_b,Square_Enix,Square_Enix,8.3,890000,210000,130000,460000,90000,0,11397
Asphalt_3D,3DS_b,Ubisoft,Konami,4,490000,270000,160000,20000,40000,0,11397
Combat_of_Giants:_Dinosaurs_3D,3DS_b,Ubisoft,Ubisoft,4.3,390000,250000,70000,50000,30000,0,11397
Naruto_Shippuden:_Kizuna_Drive,PSP_b,Namco_Bandai,Bandai_Namco_Games,7,140000,40000,30000,50000,20000,0,11397
Pro_Evolution_Soccer_2011_3D,3DS_b,Konami,Konami,7.5,380000,110000,130000,110000,20000,0,11400
PilotWings_Resort,3DS_b,Nintendo,Monster_Games,6.9,960000,400000,360000,130000,70000,0,11402
The_Sims_3,3DS_b,Electronic_Arts,The_Sims_Studio,5.6,770000,300000,380000,30000,70000,0,11402
Super_Monkey_Ball_3D,3DS_b,Sega,Sega,5.7,500000,260000,150000,50000,40000,0,11402
Steel_Diver,3DS_b,Nintendo,Nintendo_EAD,5.6,500000,310000,100000,50000,40000,0,11402
Bust-A-Move_Universe,3DS_b,Square_Enix,Arika,5.6,310000,80000,150000,60000,20000,0,11402
Dynasty_Warriors_7,PS3_b,Tecmo_Koei,Omega_Force,5.8,910000,250000,140000,460000,60000,0,11404
The_3rd_Birthday,PSP_b,Square_Enix,HexaDrive,7,520000,130000,70000,270000,50000,0,11404
Tom_Clancy's_Splinter_Cell_3D,3DS_b,Ubisoft,Gameloft,8,300000,140000,70000,70000,20000,0,11416
Michael_Jackson:_The_Experience,X360_b,Ubisoft,Ubisoft_Montreal,5.6,870000,620000,180000,0,70000,0,11418
Patapon_3,PSP_b,Sony_Computer_Entertainment,Pyramid/JAPAN_Studio,7.4,280000,50000,40000,170000,20000,0,11418
Portal_2,X360_b,Valve,Valve_Software,9.6,2080000,1410000,490000,10000,170000,0,11425
Portal_2,PS3_b,Valve,Valve_Software,9.6,1710000,830000,620000,20000,240000,0,11425
SOCOM_4:_U.S._Navy_SEALs,PS3_b,Sony_Computer_Entertainment,Zipper_Interactive,7,900000,660000,120000,40000,90000,0,11425
Final_Fantasy_IV:_The_Complete_Collection,PSP_b,Square_Enix,Matrix_Software,8,560000,130000,90000,270000,60000,0,11425
Brink,X360_b,Bethesda_Softworks,Splash_Damage,6.8,1040000,590000,350000,10000,90000,0,11446
Brink,PS3_b,Bethesda_Softworks,Splash_Damage,7.1,730000,290000,320000,10000,120000,0,11446
Virtua_Tennis_4,PS3_b,Sega,Sega-AM2,6.4,450000,90000,240000,30000,80000,0,11446
Virtua_Tennis_4,X360_b,Sega,Sega-AM2,6.5,240000,120000,90000,10000,20000,0,11446
DiRT_3,PS3_b,Codemasters,Codemasters,9,1060000,270000,580000,10000,200000,0,11460
DiRT_3,X360_b,Codemasters,Codemasters,9.1,710000,230000,400000,10000,70000,0,11460
Hunted:_The_Demon's_Forge,PS3_b,Bethesda_Softworks,InXile_Entertainment,6.1,250000,120000,90000,20000,30000,0,11467
Hunted:_The_Demon's_Forge,X360_b,Bethesda_Softworks,InXile_Entertainment,6,220000,130000,70000,0,20000,0,11467
BlazBlue:_Continuum_Shift_II,PSP_b,Aksys_Games,Arc_System_Works,7.5,130000,30000,20000,70000,10000,0,11467
BlazBlue:_Continuum_Shift_II,3DS_b,Aksys_Games,Arc_System_Works,6,110000,50000,20000,40000,10000,0,11467
inFAMOUS_2,PS3_b,Sony_Computer_Entertainment,Sucker_Punch_Productions,8.1,1870000,1050000,480000,80000,260000,0,11474
Red_Faction:_Armageddon,PS3_b,THQ,Volition_Inc.,7,460000,200000,150000,30000,70000,0,11474
Red_Faction:_Armageddon,X360_b,THQ,Volition_Inc.,7.1,390000,180000,160000,10000,40000,0,11474
Operation_Flashpoint:_Red_River,PS3_b,Codemasters,Codemasters,6.8,320000,60000,140000,70000,50000,0,11474
Operation_Flashpoint:_Red_River,X360_b,Codemasters,Codemasters,7,280000,100000,140000,10000,30000,0,11474
Alice:_Madness_Returns,PS3_b,Electronic_Arts,Spicy_Horse,6.7,590000,220000,240000,40000,80000,0,11481
Alice:_Madness_Returns,X360_b,Electronic_Arts,Spicy_Horse,6.9,500000,270000,150000,40000,40000,0,11481
Cars_2,DS_b,Disney_Interactive_Studios,Avalanche_Software,6.5,1250000,680000,410000,40000,120000,0,11488
F.E.A.R._3,PS3_b,Warner_Bros._Interactive,Day_1_Studios,7.8,450000,210000,160000,10000,70000,0,11488
F.E.A.R._3,X360_b,Warner_Bros._Interactive,Day_1_Studios,7.8,450000,300000,110000,10000,40000,0,11488
Dungeon_Siege_III,PS3_b,Square_Enix,Obsidian_Entertainment,7.3,390000,170000,130000,30000,60000,0,11488
Dungeon_Siege_III,X360_b,Square_Enix,Obsidian_Entertainment,7.2,370000,210000,120000,10000,30000,0,11488
Shadows_of_the_Damned,PS3_b,Electronic_Arts,Grasshopper_Manufacture,7.9,270000,110000,90000,40000,30000,0,11488
Shadows_of_the_Damned,X360_b,Electronic_Arts,Grasshopper_Manufacture,7.6,190000,100000,60000,10000,20000,0,11488
Sniper:_Ghost_Warrior,PS3_b,City_Interactive,City_Interactive,4.5,830000,300000,350000,40000,140000,0,11495
Dynasty_Warriors:_Gundam_3,PS3_b,Tecmo_Koei,Omega_Force,6.5,540000,110000,50000,360000,20000,0,11495
Resident_Evil:_The_Mercenaries_3D,3DS_b,Capcom,Capcom,6.3,490000,160000,170000,130000,30000,0,11495
Dynasty_Warriors:_Gundam_3,X360_b,Tecmo_Koei,Omega_Force,6.5,180000,110000,30000,20000,10000,0,11495
Earth_Defense_Force:_Insect_Armageddon,PS3_b,D3_Publisher,Vicious_Cycle,6.6,200000,60000,40000,80000,20000,0,11502
Earth_Defense_Force:_Insect_Armageddon,X360_b,D3_Publisher,Vicious_Cycle,6.7,190000,100000,40000,30000,10000,0,11502
Catherine,PS3_b,Atlus,Atlus,7.9,710000,300000,150000,200000,60000,2603,11523
Catherine,X360_b,Atlus,Atlus,7.9,310000,200000,60000,30000,20000,2603,11523
Pac-Man_&_Galaga_Dimensions,3DS_b,Namco_Bandai,Namco_Bandai_Games,5.7,190000,100000,40000,40000,10000,2717,11523
Bleach:_Soul_Resurreccion,PS3_b,NIS_America,Eighting,6.7,510000,270000,110000,70000,60000,0,11531
El_Shaddai:_Ascension_of_the_Metatron,PS3_b,Ignition_Entertainment,Ignition_Entertainment,8,280000,110000,70000,80000,30000,0,11544
No_More_Heroes:_Heroes'_Paradise,PS3_b,Konami,FeelPlus,7.4,200000,100000,40000,40000,20000,0,11544
El_Shaddai:_Ascension_of_the_Metatron,X360_b,Ignition_Entertainment,Ignition_Entertainment,8,160000,70000,50000,30000,10000,0,11544
Deus_Ex:_Human_Revolution,X360_b,Square_Enix,Eidos_Montreal,8.8,1380000,770000,470000,20000,120000,0,11551
Deus_Ex:_Human_Revolution,PS3_b,Square_Enix,Eidos_Montreal,8.8,1380000,500000,600000,70000,220000,0,11551
Shin_Megami_Tensei:_Devil_Survivor_Overclocked,3DS_b,Atlus,Career_Soft,7.6,440000,340000,10000,60000,40000,2333,11551
Dead_Island,PS3_b,Deep_Silver,Techland,6.7,2290000,1080000,740000,150000,320000,0,11565
Resistance_3,PS3_b,Sony_Computer_Entertainment,Insomniac_Games,8.3,1490000,640000,570000,50000,220000,0,11565
Driver:_San_Francisco,PS3_b,Ubisoft,Ubisoft_Reflections,8.2,950000,240000,530000,10000,170000,0,11565
Driver:_San_Francisco,X360_b,Ubisoft,Ubisoft_Reflections,8.1,700000,250000,370000,0,70000,0,11565
Disgaea_4:_A_Promise_Unforgotten,PS3_b,NIS_America,Nippon_Ichi_Software,7.9,580000,270000,110000,140000,60000,0,11565
White_Knight_Chronicles_II,PS3_b,D3_Publisher,Level_5,5.4,630000,230000,90000,270000,40000,0,11572
F1_2011,PS3_b,Codemasters,Codemasters_Birmingham,8.4,1200000,120000,750000,110000,230000,0,11579
F1_2011,X360_b,Codemasters,Codemasters_Birmingham,8.5,720000,110000,500000,10000,90000,0,11579
Harvest_Moon:_The_Tale_of_Two_Towns,DS_b,Natsume,Marvelous_Interactive,6.3,570000,270000,60000,220000,30000,0,11579
Shin_Megami_Tensei:_Persona_2:_Innocent_Sin,PSP_b,Atlus,Atlus_Co.,7,320000,140000,40000,110000,40000,0,11579
FIFA_Soccer_12,PS3_b,EA_Sports,EA_Canada,9.2,6650000,840000,4330000,110000,1370000,0,11586
FIFA_Soccer_12,X360_b,EA_Sports,EA_Canada,9.2,4180000,850000,2790000,20000,520000,0,11586
Pro_Evolution_Soccer_2012,PS3_b,Konami,Konami,7.5,2190000,340000,970000,550000,320000,0,11586
The_ICO_&_Shadow_of_the_Colossus_Collection,PS3_b,Sony_Computer_Entertainment,Bluepoint_Games,9,1340000,670000,360000,130000,180000,0,11586
Atelier_Totori:_The_Adventurer_of_Arland,PS3_b,NIS_America,Gust,7.8,430000,120000,70000,210000,30000,0,11586
Solatorobo:_Red_the_Hunter,DS_b,Xseed_Games,CyberConnect2,7.6,200000,80000,40000,70000,10000,0,11586
Tetris_Axis,3DS_b,Nintendo,Hudson_Soft,7.8,440000,200000,140000,60000,30000,0,11591
NBA_2K12,X360_b,2K_Sports,Visual_Concepts,9.1,2640000,2320000,140000,10000,170000,0,11593
NBA_2K12,PS3_b,2K_Sports,Visual_Concepts,9,2130000,1620000,270000,50000,180000,0,11593
Dark_Souls,PS3_b,Namco_Bandai,From_Software,9,2050000,750000,530000,540000,220000,0,11593
Rage,X360_b,Bethesda_Softworks,id_Software,7.9,1600000,820000,600000,30000,150000,0,11593
Rage,PS3_b,Bethesda_Softworks,id_Software,7.9,1320000,470000,590000,60000,200000,0,11593
Red_Dead_Redemption,PS3_b,Rockstar_Games,Rockstar_San_Diego,9.5,6570000,2820000,2580000,170000,1000000,0,11600
Forza_Motorsport_4,X360_b,Microsoft_Studios,Turn_10_Studio,9.1,4600000,2080000,1980000,60000,490000,0,11600
Go_Vacation,Wii_b,Namco_Bandai,Namco_Bandai_Games,7,1540000,420000,660000,330000,130000,0,11600
Ace_Combat:_Assault_Horizon,PS3_b,Namco_Bandai,Project_ACES,7.5,740000,300000,160000,220000,70000,0,11600
Ace_Combat:_Assault_Horizon,X360_b,Namco_Bandai,Project_ACES,7,490000,300000,120000,30000,40000,0,11600
Dead_Rising_2:_Off_the_Record,PS3_b,Capcom,Blue_Castle_Games,7.1,320000,110000,80000,100000,30000,0,11600
Batman:_Arkham_City,PS3_b,Warner_Bros._Interactive,Rocksteady_Studios,9.6,5540000,2720000,1890000,110000,820000,0,11607
Batman:_Arkham_City,X360_b,Warner_Bros._Interactive,Rocksteady_Studios,9.5,4750000,2990000,1280000,40000,440000,0,11607
Ratchet_&_Clank:_All_4_One,PS3_b,Sony_Computer_Entertainment,Insomniac_Games,7.5,1150000,750000,220000,50000,130000,0,11607
Rocksmith,X360_b,Ubisoft,Ubisoft,8,1130000,850000,190000,10000,80000,0,11607
Rocksmith,PS3_b,Ubisoft,Ubisoft,8,1130000,530000,380000,90000,130000,0,11607
Battlefield_3,X360_b,Electronic_Arts,Dice,8.5,7350000,4470000,2120000,60000,690000,0,11614
Battlefield_3,PS3_b,Electronic_Arts,Dice,8.5,7210000,2860000,2940000,350000,1070000,0,11614
Kinect_Sports:_Season_Two,X360_b,Microsoft_Studios,Rare_Ltd.,6.6,2330000,1380000,720000,20000,210000,0,11614
Dance_Central_2,X360_b,Microsoft,Harmonix_Music_Systems,8.6,2040000,1450000,410000,10000,160000,2479,11614
Dragon_Ball_Z:_Ultimate_Tenkaichi,PS3_b,Namco_Bandai,Spike,5,620000,270000,180000,90000,70000,0,11614
Dragon_Ball_Z:_Ultimate_Tenkaichi,X360_b,Namco_Bandai,Spike,6,540000,390000,100000,10000,50000,0,11614
The_Cursed_Crusade,PS3_b,Atlus,Kylotonn_Entertainment,4,170000,70000,70000,10000,20000,0,11614
Sonic_Generations,PS3_b,Sega,Sonic_Team,7.3,1590000,600000,720000,20000,250000,0,11621
Sonic_Generations,X360_b,Sega,Sonic_Team,7.7,1390000,710000,540000,0,130000,0,11621
The_Lord_of_the_Rings:_War_in_the_North,X360_b,Warner_Bros._Interactive,Snowblind_Studios,6.6,880000,550000,240000,0,80000,0,11621
The_Lord_of_the_Rings:_War_in_the_North,PS3_b,Warner_Bros._Interactive,Snowblind_Studios,6.5,820000,250000,430000,10000,120000,0,11621
Harvest_Moon:_The_Tale_of_Two_Towns,3DS_b,Natsume,Marvelous_Interactive,6.3,360000,280000,0,50000,20000,2256,11621
Call_of_Duty:_Modern_Warfare_3,X360_b,Activision,Infinity_Ward,8.7,14820000,9070000,4290000,130000,1330000,0,11628
Call_of_Duty:_Modern_Warfare_3,PS3_b,Activision,Infinity_Ward,8.8,13350000,5540000,5780000,490000,1540000,0,11628
Cave_Story_3D,3DS_b,NIS_America,Nicalis,8.2,150000,90000,30000,10000,10000,0,11628
The_Elder_Scrolls_V:_Skyrim,X360_b,Bethesda_Softworks,Bethesda_Game_Studios,9.3,8880000,5100000,2830000,100000,850000,2331,11631
The_Elder_Scrolls_V:_Skyrim,PS3_b,Bethesda_Softworks,Bethesda_Game_Studios,9,6490000,2570000,2680000,250000,990000,2331,11631
Assassin's_Creed:_Revelations,PS3_b,Ubisoft,Ubisoft_Montreal,8.8,4230000,1410000,2030000,100000,690000,0,11635
Assassin's_Creed:_Revelations,X360_b,Ubisoft,Ubisoft_Montreal,7.9,4220000,2280000,1470000,40000,440000,0,11635
L.A._Noire,PS3_b,Rockstar_Games,Team_Bondi,9.1,3210000,1290000,1310000,120000,490000,0,11635
Saints_Row:_The_Third,X360_b,THQ,Volition_Inc.,8.3,2770000,1260000,1140000,70000,300000,0,11635
L.A._Noire,X360_b,Rockstar_Games,Team_Bondi,9.1,2730000,1550000,920000,20000,240000,0,11635
Saints_Row:_The_Third,PS3_b,THQ,Volition_Inc.,8.3,2480000,860000,1060000,180000,370000,0,11635
Kinect:_Disneyland_Adventures,X360_b,Microsoft_Studios,Frontier_Developments,8.5,2410000,1730000,430000,20000,230000,2508,11635
Halo:_Combat_Evolved_Anniversary,X360_b,Microsoft_Studios,343_Industries,8,2410000,1440000,710000,40000,220000,0,11635
Need_for_Speed:_The_Run,PS3_b,Electronic_Arts,EA_Black_Box,6.3,2010000,580000,1050000,30000,350000,0,11635
Need_for_Speed:_The_Run,X360_b,Electronic_Arts,EA_Black_Box,5.5,1370000,630000,570000,0,160000,0,11635
Rayman_Origins,PS3_b,Ubisoft,Ubisoft,8.5,1000000,330000,500000,10000,160000,0,11635
Ace_Combat:_Assault_Horizon_Legacy,3DS_b,Namco_Bandai,Namco_Bandai_Games,7,250000,100000,60000,80000,10000,0,11635
WWE_'12,X360_b,THQ,Yuke's_Co.__Ltd.,7.5,1270000,740000,400000,0,120000,2622,11642
WWE_'12,PS3_b,THQ,Yuke's_Co.__Ltd.,9,1180000,530000,450000,20000,170000,2622,11642
Sonic_Generations,3DS_b,Sega,Sonic_Team,6.3,1060000,440000,520000,10000,80000,0,11642
Tekken_Hybrid,PS3_b,Namco,Namco_Bandai_Games,4,360000,210000,70000,40000,40000,0,11642
The_King_of_Fighters_XIII,PS3_b,Atlus,SNK_Playmore_Corporation,7.8,300000,170000,70000,40000,30000,0,11642
Resident_Evil:_Revelations,3DS_b,Capcom,Capcom,7.8,890000,300000,230000,300000,50000,0,11718
Mario_&_Sonic_at_the_London_2012_Olympic_Games,3DS_b,Sega,Sega,6.5,1190000,180000,660000,270000,80000,0,11725
Tekken_3D:_Prime_Edition,3DS_b,Namco_Bandai,Namco_Bandai_Games,6.5,210000,60000,80000,50000,10000,0,11725
Uncharted:_Golden_Abyss,PSV_b,Sony_Computer_Entertainment,SCEA_Bend_Studio_/_Naughty_Dog,7.9,1620000,530000,710000,130000,250000,0,11726
Metal_Gear_Solid:_Snake_Eater_3D,3DS_b,Konami_Digital_Entertainment,Konami_Computer_Entertainment_Japan,7.9,390000,150000,120000,100000,20000,2356,11732
Pok̩Park_2:_Wonders_Beyond,Wii_b,Nintendo,Creatures_Inc.,6.5,760000,260000,190000,270000,40000,2208,11738
Xenoblade_Chronicles,Wii_b,Nintendo,Monolith_Soft,9.3,920000,430000,250000,160000,70000,0,11777
Spirit_Camera:_The_Cursed_Memoir,3DS_b,Nintendo,Tecmo_Koei_Games,5.7,250000,150000,20000,60000,20000,2329,11784
Sniper_Elite_V2,X360_b,505_Games,Rebellion_Developments,7,840000,460000,280000,20000,80000,2141,11802
Sniper_Elite_V2,PS3_b,505_Games,Rebellion_Developments,7.4,980000,380000,400000,60000,150000,2140,11803
New_Play_Control!_Pikmin_2,Wii_b,Nintendo,Nintendo_EAD,8.7,610000,110000,130000,340000,20000,0,11842
Rhythm_Thief_&_the_Emperor's_Treasure,3DS_b,Sega,Sega,7.5,280000,70000,70000,120000,10000,0,11872
Risen_2:_Dark_Waters,PS3_b,Deep_Silver,Piranha_Bytes,5.5,230000,40000,140000,10000,30000,1980,11893
Sleeping_Dogs,PS3_b,Square_Enix,United_Front_Games,8.1,1040000,310000,500000,50000,170000,2030,11907
Sleeping_Dogs,X360_b,Square_Enix,United_Front_Games,7.9,870000,380000,400000,10000,80000,2030,11907
Darksiders_II,PS3_b,THQ,Vigil_Games,8.3,850000,350000,370000,10000,130000,2037,11907
Darksiders_II,X360_b,THQ,Vigil_Games,8.6,790000,450000,270000,0,70000,2001,11907
F1_2012,PS3_b,Codemasters,Codemasters_Birmingham,7.9,1010000,120000,650000,50000,180000,1996,11942
