Game,Console,Publisher,Developer,Critic_Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Last_Update__Real,Release_Date
Teenage_Mutant_Ninja_Turtles,NES_b,Ultra_Games,Konami,5.9,4170000,3380000,440000,310000,40000,0,3438
Virtua_Fighter,SAT_b,Sega,Sega-AM2,9,1070000,170000,120000,770000,20000,0,5607
A-Train,PS_b,Maxis,ArtDink,6,80000,20000,10000,40000,10000,0,5841
Tekken_2,PS_b,Namco,Namco,9.1,5740000,2260000,1890000,1360000,230000,0,6078
Beyond_The_Beyond,PS_b,Sony_Computer_Entertainment,Camelot_Software_Planning,4.8,570000,110000,80000,350000,40000,0,6084
Tobal_No.1,PS_b,Sony_Computer_Entertainment,DreamFactory,7.7,920000,120000,80000,660000,60000,0,6114
Street_Fighter_Alpha_2,PS_b,Capcom,Capcom,8.2,850000,140000,90000,570000,60000,0,6114
King's_Field_II,PS_b,ASCII_Entertainment,From_Software,7.3,260000,80000,60000,110000,20000,0,6145
Tomb_Raider,PS_b,Eidos_Interactive,Core_Design_Ltd.,8.9,4630000,2290000,1970000,130000,240000,0,6159
Suikoden,PS_b,Konami,Konami,8.2,600000,210000,140000,210000,40000,0,6176
Soul_Blade,PS_b,Namco,Namco,8.6,1590000,610000,410000,460000,100000,0,6206
Carnage_Heart,PS_b,Sony_Computer_Entertainment,ArtDink,7.1,110000,10000,10000,90000,10000,0,6236
Blast_Corps,N64_b,Nintendo,Rare_Ltd.,9.1,710000,390000,90000,170000,60000,0,6264
Vandal_Hearts,PS_b,Konami,Konami_Computer_Entertainment_Tokyo,7.7,450000,140000,90000,190000,30000,0,6292
Wild_ARMs,PS_b,Sony_Computer_Entertainment,Media.Vision,8.9,950000,260000,170000,460000,60000,0,6326
Ogre_Battle_Saga_Episode_Five:_The_March_of_the_Black_Queen,PS_b,Atlus,Quest_Corporation,7.6,200000,60000,40000,90000,10000,0,6418
Alien_Trilogy,PS_b,Acclaim_Entertainment,Probe_Entertainment_Limited,8,470000,240000,160000,40000,30000,0,6450
Intelligent_Qube,PS_b,Sony_Computer_Entertainment,Sony_Computer_Entertainment,7.4,1220000,130000,70000,1000000,20000,0,6479
Bushido_Blade,PS_b,Sony_Computer_Entertainment,Light_Weight,8.2,1160000,390000,270000,430000,80000,0,6479
Clock_Tower,PS_b,ASCII_Entertainment,Human_Entertainment,6.1,530000,70000,50000,380000,30000,0,6479
Formula_1_Championship_Edition,PS_b,Sony_Computer_Entertainment,Bizarre_Creations,8.5,360000,60000,40000,230000,20000,0,6479
Mischief_Makers,N64_b,Nintendo,Treasure_Co.__Ltd.,6.5,430000,250000,60000,70000,60000,0,6480
Castlevania:_Symphony_of_the_Night,PS_b,Konami,Konami_Computer_Entertainment_Tokyo,9.3,1270000,580000,400000,210000,80000,0,6481
Tomb_Raider_II,PS_b,Eidos_Interactive,Core_Design_Ltd.,7.6,5240000,2300000,2460000,200000,280000,0,6510
Time_Crisis,PS_b,Namco,Namco,8.5,1680000,380000,870000,330000,100000,0,6510
Armored_Core,PS_b,Sony_Computer_Entertainment,From_Software,7.2,410000,130000,90000,160000,30000,0,6510
Bomberman_64,N64_b,Hudson_Soft,Hudson_Soft,6.1,1040000,500000,200000,310000,30000,0,6542
Diablo,PS_b,Electronic_Arts,Climax_Group,8.3,580000,290000,190000,70000,40000,0,6571
Bushido_Blade_2,PS_b,Square_EA,Light_Weight,7.5,680000,250000,170000,220000,40000,0,6629
Dead_or_Alive,PS_b,Tecmo,Team_Ninja,8.3,280000,90000,60000,100000,20000,0,6661
Theme_Hospital,PS_b,Electronic_Arts,Krisalis_Software,7.2,90000,30000,20000,30000,10000,0,6661
Breath_of_Fire_III,PS_b,Capcom,Capcom,7.6,1000000,290000,190000,460000,70000,0,6691
Grand_Theft_Auto,PS_b,Take-Two_Interactive,DMA_Design,6,2320000,790000,1350000,40000,140000,0,6752
Mission:_Impossible,N64_b,Ocean,Infogrames,6.6,1170000,740000,380000,20000,30000,0,6770
Kartia:_The_Word_of_Fate,PS_b,Atlus,Atlus_Co.,7.9,220000,50000,30000,120000,10000,0,6783
Tenchu:_Stealth_Assassins,PS_b,Activision,Acquire,8.8,1990000,950000,640000,270000,130000,0,6814
International_Superstar_Soccer_'98,N64_b,Konami,Konami_Computer_Entertainment_Osaka,9.1,580000,60000,300000,190000,30000,0,6829
Bomberman_World,PS_b,Atlus,Hudson_Soft,6.5,330000,60000,40000,220000,20000,0,6836
Armored_Core:_Project_Phantasma,PS_b,ASCII_Entertainment,From_Software,7.2,280000,60000,40000,150000,20000,0,6844
Brave_Fencer_Musashi,PS_b,Square,SquareSoft,8.4,1140000,250000,170000,650000,70000,0,6875
Bust_A_Groove,PS_b,989_Studios,Metro,7.7,540000,90000,60000,350000,40000,0,6875
Tomb_Raider_III:_Adventures_of_Lara_Croft,PS_b,Eidos_Interactive,Core_Design_Ltd.,8.2,3540000,1660000,1580000,120000,180000,0,6896
Castlevania,N64_b,Konami,KCEK,7.6,640000,440000,100000,40000,50000,0,6961
Bust_A_Groove_2,PS_b,Enix,Metro,7,260000,40000,30000,180000,20000,0,7026
R4:_Ridge_Racer_Type_4,PS_b,Namco,Namco,9.1,2060000,680000,460000,790000,130000,0,7060
Lunar:_Silver_Star_Story_Complete,PS_b,Working_Designs,Game_Arts,7.6,550000,270000,180000,60000,40000,0,7084
Ape_Escape,PS_b,Sony_Computer_Entertainment,SCE_Japan_Studio,9.3,1630000,710000,480000,320000,110000,7043,7087
Driver,PS_b,GT_Interactive,Reflections_Interactive,8.5,6270000,3110000,2800000,20000,330000,0,7117
Chocobo_Racing,PS_b,Square_EA,SquareSoft,5.4,440000,70000,50000,300000,30000,0,7148
Echo_Night,PS_b,Agetec,From_Software,6.3,120000,30000,20000,70000,10000,0,7148
Tony_Hawk's_Pro_Skater,PS_b,Activision,Neversoft_Entertainment,9.6,5020000,3420000,1380000,20000,200000,0,7179
Hybrid_Heaven,N64_b,Konami,KCEO,7,250000,160000,40000,50000,0,0,7180
Sonic_Adventure,DC_b,Sega,Sonic_Team,8.9,2420000,1260000,610000,460000,80000,0,7188
Suikoden_II,PS_b,Konami,Konami,8.5,680000,150000,100000,380000,40000,0,7208
Crash_Team_Racing,PS_b,Sony_Computer_Entertainment,Naughty_Dog,9.2,4790000,2570000,1570000,440000,210000,0,7209
FIFA_2000,PS_b,EA_Sports,EA_Canada,8.8,1870000,220000,1470000,40000,140000,0,7218
Resident_Evil_2,N64_b,Capcom,Angel_Studios,9,560000,390000,90000,70000,10000,0,7240
Clock_Tower_II:_The_Struggle_Within,PS_b,Agetec,Human_Entertainment,4.4,170000,20000,10000,120000,10000,0,7240
Shadow_Tower,PS_b,Agetec,From_Software,5.7,100000,10000,10000,70000,10000,0,7240
Chocobo's_Dungeon_2,PS_b,Square_EA,SquareSoft,6.2,700000,40000,30000,580000,50000,0,7270
Harvest_Moon_64,N64_b,Natsume,Toy_Box_Studios,7.8,480000,250000,60000,110000,60000,0,7270
Crazy_Taxi,DC_b,Sega,Hitmaker,9.3,1810000,1100000,510000,120000,80000,0,7324
Colin_McRae_Rally,PS_b,Sony_Computer_Entertainment,Codemasters,7.9,2870000,90000,2430000,120000,220000,0,7331
SaGa_Frontier_2,PS_b,Square_EA,SquareSoft,7.4,940000,100000,70000,710000,60000,0,7331
Tony_Hawk's_Pro_Skater,GB_b,Activision,Natsume,7.1,1330000,900000,380000,10000,50000,0,7360
Armored_Core:_Master_of_Arena,PS_b,Agetec,From_Software,7.2,260000,70000,50000,130000,20000,0,7360
Excitebike_64,N64_b,Nintendo,Left_Field_Productions,8.9,1000000,650000,150000,190000,10000,0,7421
Wild_ARMs_2,PS_b,Sony_Computer_Entertainment,Media.Vision,6.5,670000,190000,130000,310000,40000,0,7421
Vagrant_Story,PS_b,Square_EA,SquareSoft,9.3,870000,300000,200000,300000,60000,0,7436
The_Legend_of_Dragoon,PS_b,Sony_Computer_Entertainment,SCEI,7.8,1860000,940000,440000,390000,100000,0,7463
Tony_Hawk's_Pro_Skater_2,PS_b,Activision,Neversoft_Entertainment,9.3,4680000,3050000,1410000,20000,200000,0,7564
Ogre_Battle_64:_Person_of_Lordly_Caliber,N64_b,Atlus,Quest_Corporation,9.1,410000,100000,20000,250000,40000,0,7581
007:_The_World_is_Not_Enough,N64_b,Electronic_Arts,Eurocom_Entertainment_Software,7.4,1550000,1130000,380000,20000,30000,0,7591
EverGrace,PS2_b,Agetec,From_Software,6.2,350000,100000,80000,150000,30000,0,7598
Tekken_Tag_Tournament,PS2_b,Namco,Namco,8.7,4050000,1680000,1510000,510000,350000,0,7599
Fantavision,PS2_b,Sony_Computer_Entertainment,SCEI,8,470000,140000,110000,190000,40000,0,7599
Crash_Bash,PS_b,Sony_Computer_Entertainment,Eurocom_Entertainment_Software,6.8,3390000,1560000,1470000,190000,170000,0,7611
Driver_2,PS_b,Atari,Reflections_Interactive,7,4730000,2360000,2100000,20000,250000,0,7618
WWF_No_Mercy,N64_b,THQ,Aki_Corp.,9.1,1500000,1200000,270000,20000,20000,0,7622
WWF_SmackDown!_2:_Know_Your_Role,PS_b,THQ,Yuke's,8.7,3200000,1760000,1210000,70000,160000,0,7626
Breath_of_Fire_IV,PS_b,Capcom,Capcom,8.4,560000,110000,80000,340000,40000,0,7633
Colin_McRae_Rally_2.0,PS_b,Codemasters,Codemasters,8.3,910000,20000,800000,20000,70000,0,7640
Persona_2:_Eternal_Punishment,PS_b,Atlus,Atlus_Co.,8.7,350000,30000,20000,280000,20000,0,7657
Zone_of_the_Enders,PS2_b,Konami,Konami_Computer_Entertainment_Japan,7.5,750000,300000,240000,130000,80000,0,7751
The_Legend_of_Zelda:_Oracle_of_Ages,GBC_b,Nintendo,Flagship,9.4,1920000,920000,530000,410000,60000,6077,7799
The_Legend_of_Zelda:_Oracle_of_Seasons,GBC_b,Nintendo,Flagship,9.3,1860000,870000,520000,410000,60000,6077,7799
Crazy_Taxi,PS2_b,Acclaim_Entertainment,Hitmaker,8.2,2520000,1130000,1120000,60000,220000,0,7800
Dark_Cloud,PS2_b,Sony_Computer_Entertainment,Level_5,8.2,1540000,830000,440000,80000,190000,0,7814
Konami_Krazy_Racers,GBA_b,Konami,KCEK,7.7,160000,90000,30000,40000,0,0,7827
Bomberman_Tournament,GBA_b,Activision,Hudson_Soft,8.8,250000,100000,40000,100000,10000,0,7843
Klonoa_2:_Lunatea's_Veil,PS2_b,Namco,Namco,9.4,330000,120000,100000,80000,30000,0,7872
Tales_of_Destiny_II,PS_b,Namco,Telenet_Japan_/_Wolfteam,7.5,810000,60000,40000,660000,50000,0,7919
Final_Fight_One,GBA_b,Capcom,Capcom,8.2,210000,90000,30000,80000,0,0,7935
Grand_Theft_Auto_III,PS2_b,Rockstar_Games,DMA_Design,9.5,13100000,6990000,4510000,300000,1300000,0,7962
Tony_Hawk's_Pro_Skater_3,PS2_b,Activision,Neversoft_Entertainment,9.1,4410000,2660000,1290000,10000,460000,0,7967
Crash_Bandicoot:_The_Wrath_of_Cortex,PS2_b,Universal_Interactive,Traveller's_Tales,6.9,5420000,2070000,2290000,240000,820000,0,7968
Capcom_vs._SNK_2:_Mark_of_the_Millennium_2001,PS2_b,Capcom,Capcom,7.9,750000,220000,170000,300000,60000,0,7976
Star_Wars_Rogue_Leader:_Rogue_Squadron_II,GC_b,LucasArts,Factor_5,9.2,1900000,1030000,750000,30000,90000,0,7979
Harry_Potter_and_the_Sorcerer's_Stone,GBA_b,Electronic_Arts,Griptonite_Games,6.6,1690000,870000,660000,80000,80000,0,7985
Super_Monkey_Ball,GC_b,Sega,Amusement_Vision,9,1460000,950000,370000,100000,40000,0,7987
Wave_Race:_Blue_Storm,GC_b,Nintendo,Nintendo_Software_Technology_Corporation,8.4,600000,400000,100000,90000,20000,0,7987
Crazy_Taxi,GC_b,Acclaim_Entertainment,Hitmaker,7.2,490000,360000,90000,20000,10000,0,7987
Jak_and_Daxter:_The_Precursor_Legacy,PS2_b,Sony_Computer_Entertainment,Naughty_Dog,9,3640000,2080000,1090000,150000,330000,0,8004
Max_Payne,PS2_b,Rockstar_Games,Remedy_Entertainment,8.1,3310000,1990000,1050000,50000,220000,0,8006
Shadow_Hearts,PS2_b,Midway_Games,Sacnoth,7,280000,90000,70000,100000,20000,0,8011
Breath_of_Fire,GBA_b,Capcom,Capcom,7.8,220000,110000,40000,60000,0,0,8013
Mister_Mosquito,PS2_b,Eidos_Interactive,Zoom_Inc.,6.6,280000,50000,40000,170000,10000,0,8102
Spider-Man:_The_Movie,PS2_b,Activision,Treyarch,8.2,4480000,2710000,1510000,30000,230000,0,8136
Spider-Man:_The_Movie,GC_b,Activision,Treyarch,7.6,1190000,860000,270000,10000,40000,0,8136
Spider-Man:_The_Movie,GBA_b,Activision,Digital_Eclipse,7.9,1330000,920000,350000,10000,50000,0,8137
2002_FIFA_World_Cup,PS2_b,EA_Sports,EA_Canada,7.9,590000,210000,170000,160000,60000,0,8143
Tactics_Ogre:_The_Knight_of_Lodis,GBA_b,Atlus,Quest_Corporation,8.5,500000,130000,50000,310000,10000,0,8162
Virtua_Striker_2002,GC_b,Sega,Amusement_Vision,6.6,50000,10000,0,30000,0,0,8171
Lost_Kingdoms,GC_b,Activision,From_Software,7.3,170000,100000,20000,40000,0,0,8178
Medal_of_Honor:_Frontline,PS2_b,Electronic_Arts,EA_Los_Angeles,9,6830000,2930000,2750000,170000,990000,0,8179
Bomberman_Generation,GC_b,Majesco,Game_Arts,8.4,250000,150000,40000,60000,10000,0,8185
The_Elder_Scrolls_III:_Morrowind,XB_b,Bethesda_Softworks,Bethesda_Softworks,8.2,2860000,2090000,630000,30000,110000,0,8188
Madden_NFL_2003,PS2_b,EA_Sports,EA_Tiburon,9.4,4140000,3360000,210000,10000,560000,0,8255
SOCOM:_U.S._Navy_SEALs,PS2_b,Sony_Computer_Entertainment,Zipper_Interactive,8,3650000,2530000,810000,60000,240000,0,8270
Castlevania:_Harmony_of_Dissonance,GBA_b,Konami,Konami_Computer_Entertainment_Tokyo,8.6,260000,160000,60000,40000,0,0,8290
Tekken_4,PS2_b,Namco,Namco,7.9,3440000,1550000,1270000,330000,290000,0,8297
Grandia_Xtreme,PS2_b,Enix,Game_Arts,6.7,380000,70000,50000,250000,20000,0,8304
Mystic_Heroes,GC_b,KOEI,Koei,6.8,90000,30000,10000,40000,0,0,8304
Need_for_Speed:_Hot_Pursuit_2,PS2_b,Electronic_Arts,EA_Seattle,8.7,2110000,1680000,310000,20000,90000,0,8305
Wild_ARMs_3,PS2_b,Sony_Computer_Entertainment,Media.Vision,7.6,620000,160000,130000,290000,40000,0,8319
The_Lord_of_the_Rings:_The_Two_Towers,PS2_b,Electronic_Arts,Stormfront_Studios,8.3,4670000,1940000,1950000,80000,700000,0,8325
Tony_Hawk's_Pro_Skater_4,PS2_b,Activision,Neversoft_Entertainment,9.6,3670000,2130000,1180000,10000,350000,0,8327
Suikoden_III,PS2_b,Konami,KCET,8.6,980000,290000,230000,380000,80000,0,8328
Grand_Theft_Auto:_Vice_City,PS2_b,Rockstar_Games,Rockstar_North,9.6,16150000,8410000,5490000,470000,1780000,0,8332
Phantasy_Star_Online_Episode_I_&_II,GC_b,Sega,Sonic_Team,8.2,450000,230000,60000,160000,10000,0,8333
Cubivore:_Survival_of_the_Fittest,GC_b,Atlus,Saru_Brunei_/_Intelligent_Systems,7.1,170000,10000,0,150000,0,0,8340
Harry_Potter_and_the_Chamber_of_Secrets,GBA_b,Electronic_Arts,Eurocom_Entertainment_Software,7.2,1990000,1210000,640000,50000,90000,0,8349
Marvel_vs._Capcom_2,PS2_b,Capcom,Capcom,8.2,760000,310000,240000,130000,80000,0,8354
Steel_Battalion,XB_b,Capcom,Capcom_Production_Studio_4_/_Nude_Maker_Co.__Ltd.,7.7,100000,50000,20000,20000,0,0,8356
Panzer_Dragoon_Orta,XB_b,Sega,Smilebit,8.8,260000,160000,50000,40000,10000,0,8407
The_Getaway,PS2_b,Sony_Computer_Entertainment,Team_Soho,7.7,3540000,1230000,1770000,50000,490000,0,8414
Dead_or_Alive_Xtreme_Beach_Volleyball,XB_b,Tecmo,Team_Ninja,6.6,590000,360000,80000,140000,20000,0,8417
.hack//Infection_Part_1,PS2_b,Bandai,CyberConnect2,7.7,1270000,490000,380000,260000,130000,0,8437
Dark_Cloud_2,PS2_b,Sony_Computer_Entertainment,Level_5,8.6,960000,380000,250000,260000,70000,0,8443
Metal_Gear_Solid_2:_Substance,PS2_b,Konami,Konami_Computer_Entertainment_Japan,8.5,520000,180000,140000,160000,50000,0,8458
Zone_of_the_Enders:_The_2nd_Runner,PS2_b,Konami,Konami_Computer_Entertainment_Japan,8.6,410000,150000,120000,110000,40000,0,8465
Clock_Tower_3,PS2_b,Capcom,SunSoft,7,330000,100000,80000,120000,30000,0,8473
.hack//Mutation_Part_2,PS2_b,Bandai,CyberConnect2,7.5,680000,230000,180000,200000,60000,0,8523
Finding_Nemo,GBA_b,THQ,Vicarious_Visions,7,2820000,1590000,1050000,40000,140000,0,8526
Enter_the_Matrix,GC_b,Atari,Shiny_Entertainment,6.5,450000,340000,90000,20000,10000,0,8530
Ultimate_Muscle_-_The_Kinnikuman_Legacy:_Legends_vs_New_Generation,GC_b,Bandai,Aki_Corporation,8,140000,40000,10000,80000,0,0,8552
Ape_Escape_2,PS2_b,Ubisoft,SCE_Japan_Studio,8,630000,120000,90000,380000,30000,5553,8577
Madden_NFL_2004,PS2_b,EA_Sports,EA_Tiburon,9.5,5230000,4260000,260000,10000,710000,0,8620
F-Zero_GX,GC_b,Nintendo,Amusement_Vision,8.4,650000,410000,110000,120000,20000,0,8634
SoulCalibur_II,GC_b,Namco,Namco,9.2,1500000,990000,320000,110000,80000,0,8635
.hack//Outbreak_Part_3,PS2_b,Bandai,CyberConnect2,7.1,460000,140000,110000,170000,40000,0,8648
Viewtiful_Joe,GC_b,Capcom,Clover_Studio,9.4,620000,380000,100000,120000,20000,0,8676
Tony_Hawk's_Underground,PS2_b,Activision,Neversoft_Entertainment,8.7,3900000,2290000,1170000,10000,420000,0,8696
Fire_Emblem:_The_Blazing_Blade,GBA_b,Nintendo,Intelligent_Systems,8.8,970000,490000,180000,290000,10000,6467,8703
FIFA_Soccer_2004,PS2_b,EA_Sports,EA_Canada,8,3490000,590000,2360000,40000,510000,0,8704
Yu-Gi-Oh!_The_Falsebound_Kingdom,GC_b,Konami,Konami,4.4,710000,490000,130000,70000,20000,0,8704
The_Lord_of_the_Rings:_The_Return_of_the_King,PS2_b,Electronic_Arts,Hypnos_Entertainment__Inc.,8.4,3280000,1500000,1280000,50000,460000,0,8705
Medal_of_Honor:_Rising_Sun,PS2_b,Electronic_Arts,EA_Los_Angeles,5.9,5130000,1980000,2230000,130000,800000,0,8711
Need_for_Speed_Underground,PS2_b,Electronic_Arts,EA_Black_Box,8.6,7200000,3270000,2830000,80000,1020000,0,8717
PGR:_Project_Gotham_Racing_2,XB_b,Microsoft_Game_Studios,Bizarre_Creations,8.9,1670000,970000,590000,40000,70000,0,8717
Harvest_Moon:_Friends_of_Mineral_Town,GBA_b,Natsume,TOSE_Software,7.6,590000,340000,130000,110000,10000,0,8717
PokÃ©mon_Channel,GC_b,Nintendo,Ambrella,5.2,380000,240000,60000,70000,10000,0,8731
Gotcha_Force,GC_b,Capcom,Capcom,5.8,30000,10000,0,10000,0,0,8733
Shrek_2,PS2_b,Activision,Luxoflux__Inc.,6.9,1860000,1120000,690000,30000,20000,0,8879
Shrek_2,GC_b,Activision,Luxoflux__Inc.,6.9,1020000,730000,260000,10000,30000,0,8879
Classic_NES_Series:_Pac-Man,GBA_b,Nintendo,Nintendo,5.7,460000,250000,90000,120000,10000,0,8914
Spider-Man_2,PS2_b,Activision,Treyarch,7.9,3410000,1750000,1200000,20000,430000,0,8940
Galactic_Wrestling:_Featuring_Ultimate_Muscle,PS2_b,Bandai,Aki_Corporation,7.3,220000,30000,20000,170000,10000,0,8942
Madden_NFL_2005,PS2_b,EA_Sports,EA_Tiburon,9.5,4530000,4180000,260000,10000,80000,0,8982
Star_Wars_Battlefront,PS2_b,LucasArts,Pandemic_Studios,8.1,3610000,1930000,1220000,30000,440000,0,9024
Katamari_Damacy,PS2_b,Namco,Namco,8.5,730000,470000,20000,170000,80000,0,9025
Final_Fantasy_XI:_Online,PS2_b,Square_Enix,Square_Enix,8.4,320000,80000,60000,150000,20000,4958,9025
FIFA_Soccer_2005,PS2_b,EA_Sports,EA_Canada,8.4,3700000,580000,2480000,40000,590000,0,9046
Classic_NES_Series:_Zelda_II:_The_Adventure_of_Link,GBA_b,Nintendo,Nintendo_EAD,6.6,700000,370000,140000,170000,10000,0,9059
Classic_NES_Series:_Castlevania,GBA_b,Nintendo,Konami,7.4,330000,170000,60000,90000,10000,0,9059
Dead_or_Alive_Ultimate,XB_b,Tecmo,Team_Ninja,8.1,500000,300000,100000,80000,20000,0,9060
The_Incredibles,PS2_b,THQ,Heavy_Iron_Studios,5.9,2370000,960000,1080000,40000,300000,0,9065
The_Incredibles,GBA_b,THQ,Helixe,5.4,2060000,1150000,770000,40000,100000,0,9065
Need_for_Speed_Underground_2,PS2_b,Electronic_Arts,EA_Black_Box,8.3,6900000,2710000,3020000,80000,1090000,0,9080
Donkey_Kong_Country_2,GBA_b,Nintendo,Rare_Ltd.,7.6,1230000,790000,270000,120000,40000,0,9080
Spider-Man_2,DS_b,Activision,Vicarious_Visions,6.1,500000,410000,20000,30000,40000,0,9081
Feel_the_Magic_XY/XX,DS_b,Sega,Sonic_Team,7.7,290000,170000,0,100000,20000,0,9081
Suikoden_IV,PS2_b,Konami,Konami_Computer_Entertainment_Tokyo,6.3,660000,170000,130000,300000,50000,0,9136
Zoo_Keeper,DS_b,Ignition_Entertainment,Buddiez__Inc.,7.2,170000,100000,10000,50000,10000,0,9143
World_Soccer_Winning_Eleven_8_International,PS2_b,Konami,Konami_Computer_Entertainment_Tokyo,9.3,3850000,160000,1890000,1120000,680000,0,9157
Star_Fox:_Assault,GC_b,Nintendo,Namco,6.6,1080000,680000,180000,190000,30000,0,9170
Donkey_Kong_Jungle_Beat,GC_b,Nintendo,Nintendo_EAD_Tokyo,7.9,1340000,840000,220000,240000,40000,0,9199
Need_for_Speed_Underground_Rivals,PSP_b,Electronic_Arts,Team_Fusion,7.6,1320000,690000,380000,20000,240000,0,9199
PokÃ©mon_Dash,DS_b,Nintendo,Ambrella,5.3,770000,210000,140000,380000,40000,0,9199
Dynasty_Warriors,PSP_b,Tecmo_Koei,Omega_Force,6.6,510000,180000,0,300000,20000,0,9202
Untold_Legends:_Brotherhood_of_the_Blade,PSP_b,Sony_Online_Entertainment,Sony_Online_Entertainment,6.5,1090000,540000,330000,10000,220000,0,9207
Metal_Gear_Ac!d,PSP_b,Konami,Konami,7.4,870000,320000,260000,120000,170000,0,9207
Ape_Escape:_On_the_Loose,PSP_b,Sony_Computer_Entertainment,SIMS,6.6,700000,520000,10000,120000,50000,0,9207
LEGO_Star_Wars:_The_Video_Game,PS2_b,Eidos_Interactive,Traveller's_Tales,7.9,3530000,1980000,1140000,10000,410000,0,9218
Polarium,DS_b,Nintendo,Mitchell,7.6,260000,130000,10000,110000,10000,0,9234
Resident_Evil_Outbreak_File_#2,PS2_b,Capcom,CapcomÂ_ProductionÂ_StudioÂ_1,5.8,570000,190000,150000,170000,50000,0,9242
Pac-Pix,DS_b,Namco,Namco,6.8,270000,160000,0,100000,10000,0,9242
Hot_Shots_Golf:_Open_Tee,PSP_b,Sony_Computer_Entertainment,Clap_Hanz,8.4,1960000,500000,500000,630000,330000,0,9249
Fire_Emblem:_The_Sacred_Stones,GBA_b,Nintendo,Intelligent_Systems,8.4,890000,420000,160000,300000,20000,0,9269
Kirby:_Canvas_Curse,DS_b,Nintendo,HAL_Laboratory,8.9,720000,360000,0,320000,30000,0,9290
Meteos,DS_b,Nintendo,Q_Entertainment,8.8,230000,150000,10000,60000,10000,0,9305
Killer7,PS2_b,Capcom,Grasshopper_Manufacture,6.5,90000,40000,30000,0,10000,0,9314
Madden_NFL_06,PS2_b,EA_Sports,EA_Tiburon,9.1,4910000,3980000,260000,10000,660000,0,9346
Advance_Wars:_Dual_Strike,DS_b,Nintendo,Intelligent_Systems,9,390000,300000,30000,40000,30000,0,9360
Trace_Memory,DS_b,Nintendo,Cing,6.5,290000,150000,10000,120000,10000,0,9395
FIFA_Soccer_06,PS2_b,EA_Sports,EA_Canada,8.4,4210000,780000,2550000,40000,840000,0,9403
Castlevania:_Dawn_of_Sorrow,DS_b,Konami,Konami,8.9,430000,340000,30000,30000,30000,0,9403
Trauma_Center:_Under_the_Knife,DS_b,Atlus,Atlus_Co.,8,360000,300000,10000,20000,30000,0,9403
Zoo_Tycoon_DS,DS_b,THQ,Blue_Fang_Games,4.6,980000,860000,30000,10000,70000,0,9410
Phoenix_Wright:_Ace_Attorney,DS_b,Capcom,Capcom,8.1,930000,440000,50000,390000,50000,0,9411
Fire_Emblem:_Path_of_Radiance,GC_b,Nintendo,Intelligent_Systems,8.6,540000,290000,80000,160000,10000,0,9416
Shadow_of_the_Colossus,PS2_b,Sony_Computer_Entertainment,Team_ICO,9.1,1140000,780000,30000,200000,130000,0,9417
Metroid_Prime_Pinball,DS_b,Nintendo,Fuse_Games_Limited,7.6,260000,220000,0,20000,20000,0,9423
Grand_Theft_Auto:_Liberty_City_Stories,PSP_b,Rockstar_Games,Rockstar_Leeds,8.8,7720000,2900000,2830000,240000,1740000,0,9424
Star_Wars_Battlefront_II,PS2_b,LucasArts,Pandemic_Studios,8.5,3590000,2180000,1020000,30000,370000,0,9431
Call_of_Duty_2:_Big_Red_One,PS2_b,Activision,Treyarch,8.5,2670000,1480000,920000,10000,260000,0,9431
Star_Wars_Battlefront_II,PSP_b,LucasArts,Savage_Entertainment,6.9,1220000,1050000,60000,10000,100000,0,9431
Castlevania:_Curse_of_Darkness,PS2_b,Konami,Konami,7.2,420000,180000,140000,50000,50000,0,9431
Donkey_Kong_Country_3,GBA_b,Nintendo,Rare_Ltd.,7.5,770000,450000,170000,140000,10000,0,9437
SOCOM:_U.S._Navy_SEALs_Fireteam_Bravo,PSP_b,Sony_Computer_Entertainment,Zipper_Interactive,7.9,1120000,1030000,0,10000,80000,0,9438
Need_for_Speed:_Most_Wanted,PS2_b,Electronic_Arts,EA_Canada,8.6,4370000,2030000,1790000,80000,470000,0,9445
Need_for_Speed:_Most_Wanted_5-1-0,PSP_b,Electronic_Arts,EA_Black_Box,7.4,2090000,1770000,130000,20000,170000,0,9445
Need_for_Speed:_Most_Wanted,X360_b,Electronic_Arts,Electronic_Arts,8.4,1250000,1000000,130000,20000,100000,0,9446
PGR3_-_Project_Gotham_Racing_3,X360_b,Microsoft_Game_Studios,Bizarre_Creations,8.8,600000,490000,30000,30000,50000,0,9446
Madden_NFL_06,X360_b,EA_Sports,EA_Tiburon,7.7,590000,540000,0,10000,30000,0,9446
FIFA_06:_Road_to_FIFA_World_Cup,X360_b,EA_Sports,EA_Canada,6.1,150000,110000,20000,10000,10000,0,9446
Call_of_Duty_2,X360_b,Activision,Infinity_Ward,8.8,2060000,1840000,40000,10000,160000,0,9447
Ridge_Racer_6,X360_b,Namco,Namco,7.9,200000,100000,20000,70000,10000,0,9447
Dr._Mario_/_Puzzle_League,GBA_b,Nintendo,Intelligent_Systems,7.5,330000,120000,40000,160000,10000,0,9458
Final_Fantasy_IV_Advance,GBA_b,Square_Enix,Square_Enix,8.6,610000,270000,100000,220000,10000,0,9472
Chibi-Robo!_Plug_into_Adventure!,GC_b,Nintendo,skip_Ltd.,7.4,390000,230000,60000,90000,10000,0,9527
